email,class code,
DIC0009,"08ACE-L,08ENG-L,08FA-L,08FRE-L,08GEO-L,08HIS-L,08MAT-L,08MUS-L,08PEd-L,08SCI-L,08V3D-L,08Spt-1-VolleyballM"
MIL0002,"09BYT-A6,09ENG-F,09FA-F,09GEO-F,09HIS-F,09MAT-F,09PEd-F,09SCI-F,09ART-1,09FOO-3,09ESK-2,09MSL-3"
BRI0011,"09BYT-A1,09ENG-D,09FA-D,09GEO-D,09HIS-D,09MAT-D,09PEd-D,09SCI-D,09FOO-1,09VIS-2,09DRA-2,09MSL-4"
BRI0014,"10ENG-J,10FA-J,10GEO-J,10HIS-J,10MAT-J,10PEd-J,10SCI-J,10MuP-1,10BUS-4,10OEd-4"
BRI0016,"08ACE-H,08ENG-H,08FA-H,08FRE-H,08GEO-H,08HIS-H,08MAT-2a,08MEB-Bnd1,08MUS-H,08PEd-H,08SCI-2a,08V3D-H,08Spt-1-VolleyballF"
SIR0007,"07ART-H,07ENG-H,07FA-H,07FOO-H,07FRE-H,07GEO-H,07HIS-H,07ICT-H,07MAE-2,07MEB-Bnd1,07MUS-H,07PEd-H,07SCE-2,07SPT-1-BaseballM1"
BRI0017,"08ACE-E,08ENG-E,08FA-E,08GEO-E,08GMN-E,08HIS-E,08MAT-E,08MEB-Bnd1,08MUS-E,08PEd-E,08SCI-E,08V3D-E,08Spt-1-Swimming"
ELL0002,"12PEd-3,12ENG-2,12BUS-2,12PSY-3,12MFu-6"
CAM0010,"11FA-B,11ENG-3,11FOO-1,11MGF-2,11GEO-1,11PEd-2,11PSY-5"
RUT0004,"10ENG-H,10FA-H,10GEO-2b,10HIS-2a,10MAT-2a,10PEd-H,10SCI-2a,103DM-1,10MAd-1,10GMN-1"
ELL0004,"11FA-C,11ENG-2,11PSY-2,11MMe-5,11BUS-2,11PEd-2,11HIS-1"
bin0010,"08ACE-K,08ENG-K,08FA-K,08GEO-K,08GMN-K,08HIS-K,08MAT-K,08MUS-K,08PEd-K,08SCI-K,08V3D-K,08Spt-1-Swimming"
CAM0014,"08ACE-C,08ENG-C,08FA-C,08GEO-C,08GMN-C,08HIS-C,08MAT-1b,08MES-Str,08MUS-C,08PEd-C,08SCI-1b,08V3D-C,08Spt-1-SoftballF1"
GER0010,"11FA-D,11LEG-1,11MGF-1,11ENG-6,11BUS-2,11ITA-1,11MED-2,11Ext-4"
JOV0021,"10ENG-A,10FA-A,10GEO-1b,10HIS-1a,10MAE-1,10PEd-A,10SCE-1,10BUS-1,10FOO-1,10CER-1,10ICT-1"
CUR0010,"10ENG-H,10FA-H,10HIE-2a,10HIE-2b,10MAE-2,10PEd-H,10SCE-2,10BUS-1,10OEd-3,103DM-2,10DCT-2"
TAN0030,"08ACE-D,08EAL-1,08FA-D,08FRE-D,08GEO-D,08HIS-D,08MAT-1b,08MES-NonStr,08MUS-D,08PEd-D,08SCI-1b,08V3D-D,08Spt-1-CricketM1"
WUL0002,"09BYT-B8,09ENG-I,09FA-I,09GEO-I,09HIS-I,09MAT-2b,09PEd-I,09SCI-2a,09Cod-1,09CTc-2,093DM-3,09ICT-2"
TAN0031,"08ACE-E,08ENG-E,08FA-E,08GEO-E,08GMN-E,08HIS-E,08MAT-E,08MEB-Bnd2,08MUS-E,08PEd-E,08SCI-E,08V3D-E,08Spt-1-CricketM1"
TAN0032,"08ACE-I,08ENG-I,08FA-I,08GEO-I,08GMN-I,08HIS-I,08MAT-I,08MUS-I,08PEd-I,08SCI-I,08V3D-I,08Spt-1-CricketM1"
WUL0004,"08ACE-E,08ENG-E,08FA-E,08GEO-E,08GMN-E,08HIS-E,08MAT-E,08MEB-Bnd1,08MUS-E,08PEd-E,08SCI-E,08V3D-E,08Spt-1-Swimming"
TAN0033,"12CHM-3,12EAL-1,12PHY-2,12MSp-1,12MMe-5"
TAN0034,"10ENG-I,10FA-I,10GEO-I,10HIS-I,10MAT-I,10PEd-I,10SCI-I,10DRA-1,10FIL-2,10FRE-2"
TAN0035,"08ACE-K,08ENG-K,08FA-K,08GEO-K,08GMN-K,08HIS-K,08MAT-K,08MUS-K,08PEd-K,08SCI-K,08V3D-K,08Spt-1-SoftballF1"
CUR0018,"07ART-F,07ENG-F,07FA-F,07FOO-F,07FRE-F,07GEO-F,07HIS-F,07ICT-F,07MAT-2c,07MEB-Bnd1,07MUS-F,07PEd-F,07SCI-2c,07SPT-1-VolleyballF"
TAN0037,"11FA-K,11MGM-1,11MMe-2,11EAL-1,11BIO-2,11CHM-5"
OLI0005,"12PSY-1,12ENG-2,12HIS-2,12MFu-6"
PHI0008,"07ART-A,07ENG-A,07FA-A,07FOO-A,07GEO-A,07GMN-A,07HIS-A,07ICT-A,07MAT-1a,07MES-NonStr,07MUS-A,07PEd-A,07SCI-1a,07SPT-1-VolleyballM1"
TAN0039,"07ART-A,07ENG-A,07FA-A,07FOO-A,07GEO-A,07GMN-A,07HIS-A,07ICT-A,07MAT-1a,07MES-NonStr,07MUS-A,07PEd-A,07SCI-1a,07SPT-1-VolleyballM1"
OLI0007,"08ACE-C,08ENG-C,08FA-C,08GEO-C,08GMN-C,08HIS-C,08MAE-1,08MES-NonStr,08MUS-C,08PEd-C,08SCE-1,08V3D-C,08Spt-1-Swimming"
TRA0011,"12PSY-1,12ENG-9,12CHM-2,12MSp-2,12MMe-5"
MIL0014,"12PSY-1,12MED-2,12ThS-1,12ENG-6,12MFu-6"
BOD0006,"10ENG-D,10FA-D,10GEO-3b,10HIS-3a,10MAT-1b,10PEd-D,10SCI-1b,10CWr-1,10OEd-2,10FIL-3,10LIT-1"
BOD0007,"08ACE-J,08ENG-J,08FA-J,08FRE-J,08GEO-J,08HIS-J,08MAT-J,08MUS-J,08PEd-J,08SCI-J,08V3D-J,08Spt-1-CricketM1"
YUA0008,"08ACE-H,08ENG-H,08FA-H,08FRE-H,08GEO-H,08HIS-H,08MAT-2b,08MEB-Bnd2,08MUS-H,08PEd-H,08SCI-2b,08V3D-H,08Spt-1-CricketM1"
MIL0017,"10ENG-I,10FA-I,10GEO-I,10HIS-I,10MAT-I,10PEd-I,10SCI-I,10BUS-2,10FIL-1,10DCT-1,10LIT-1"
TRA0016,"10ENG-I,10FA-I,10GEO-I,10HIS-I,10MAT-I,10PEd-I,10SCI-I,10PHL-2,10VIS-1,10CER-1,10ICT-1"
BAL0022,"12PSY-1,12ENG-2,12HEA-2,12BIO-3,12MFu-6"
BRL0002,"09BYT-B1,09ENG-K,09FA-K,09GEO-K,09HIS-K,09MAT-K,09PEd-K,09SCI-K,09GMN-1,09ART-3,09VIS-3"
